Nicolas Christin ,Carnegie Mellon University,1,1,1,CCS 2017
Phillipa Gill ,University of Massachusetts Amherst,1,1,1,CCS 2017
Martin Abadi, UC Santa Cruz & Microsoft; Univ. of California at Santa Cruz; UC Santa Cruz & Microsoft Research; UC Santa Cruz and Microsoft Research; UC Santa Cruz,5,0,0,CCS 2009,CCS 2008,CCS 2007,Oakland 2013,NDSS 2004
Carlisle Adams, University of Ottawa,1,0,0,CCS 2006
Ben Adida, Harvard University; Mozilla,5,0,0,CCS 2010,CCS 2008,Oakland 2009,USENIX 2012,USENIX 2011
Heather Adkins, Google,1,0,0,USENIX 2005
Sadia Afroz,UC Berkeley / ICSI;ICSI; University of California,3,3,1,CCS 2017,Oakland 2016,USENIX 2015
Shweta Agrawal,Indian Institute of Technology,1,1,1,CCS 2016
Gail-Joon Ahn,Arizona State University; Arizona State University; UNC Charlotte,5,3,3,CCS 2017,CCS 2016,CCS 2015,CCS 2013,CCS 2007
William Aiello, University of British Columbia; AT&T Labs—Research,4,1,0,Oakland 2009,Oakland 2008,USENIX 2014,USENIX 2004
Devdatta Akhawe, Dropbox,2,2,0,USENIX 2017,USENIX 2015
Ehab Al-Shaer,University of North Carolina Charlotte;University of North Carolina at Charlotte; University of North Carolina at Charlotte; UNC Charlotte; UNCC,5,3,3,CCS 2017,CCS 2015,CCS 2014,NDSS 2013,NDSS 2011
Martin Albrecht,Royal Holloway,1,1,1,CCS 2016
Johanna Amann, ICSI,1,1,0,NDSS 2017
Yair Amir, Johns Hopkins University,1,0,0,NDSS 2013
Paul Ammann, George Mason University,2,0,0,CCS 2004,Oakland 2006
Kostas Anagnostakis, I2R/A-STAR; Institute for Infocomm Research,2,0,0,CCS 2009,USENIX 2007
Ross Anderson, University of Cambridge; Cambridge University,3,1,1,CCS 2014,Oakland 2009,NDSS 2012
Manos Antonakakis,Georgia Institute of Technology; Georgia Institute of Technology,5,5,2,CCS 2016,CCS 2015,USENIX 2017,NDSS 2017,NDSS 2016
William Arbaugh, University of Maryland; University of Maryland ,7,0,0,CCS 2013,Oakland 2005,USENIX 2006,NDSS 2007,NDSS 2006,NDSS 2005,NDSS 2004
